1687862018000,622,record_2/-8,200,OK,Thread Group 1-14,text,true,,13763,765,62,62,https://bazylika-pszow.pl/?page_id=24016,621,0,353
1687862017975,689,record_2/-8,200,OK,Thread Group 1-6,text,true,,13763,765,62,62,https://bazylika-pszow.pl/?page_id=24016,688,0,380
1687862018008,661,record_2/-8,200,OK,Thread Group 1-12,text,true,,13763,765,62,62,https://bazylika-pszow.pl/?page_id=24016,660,0,389
1687862018047,754,record_2/-8,200,OK,Thread Group 1-18,text,true,,13763,765,62,62,https://bazylika-pszow.pl/?page_id=24016,628,0,355
1687862018227,749,record_2/-8,200,OK,Thread Group 1-24,text,true,,13763,765,69,69,https://bazylika-pszow.pl/?page_id=24016,682,0,263
1687862017948,1029,record_2/-8,200,OK,Thread Group 1-5,text,true,,13763,765,69,69,https://bazylika-pszow.pl/?page_id=24016,968,0,385
1687862018244,803,record_2/-8,200,OK,Thread Group 1-27,text,true,,13763,765,99,99,https://bazylika-pszow.pl/?page_id=24016,712,0,256
1687862018312,736,record_2/-8,200,OK,Thread Group 1-33,text,true,,13763,765,99,99,https://bazylika-pszow.pl/?page_id=24016,645,0,206
1687862018314,847,record_2/-8,200,OK,Thread Group 1-30,text,true,,13763,765,134,134,https://bazylika-pszow.pl/?page_id=24016,805,0,241
1687862018511,766,record_2/-8,200,OK,Thread Group 1-40,text,true,,13763,765,137,137,https://bazylika-pszow.pl/?page_id=24016,721,0,333
1687862018508,1085,record_2/-8,200,OK,Thread Group 1-39,text,true,,13763,765,138,138,https://bazylika-pszow.pl/?page_id=24016,883,0,335
1687862019595,273,record_2/-10,200,OK,Thread Group 1-40,text,true,,10933,765,138,138,https://bazylika-pszow.pl/,272,0,0
1687862018537,1436,record_2/-8,200,OK,Thread Group 1-43,text,true,,13763,765,150,150,https://bazylika-pszow.pl/?page_id=24016,1423,0,354
1687862018539,1441,record_2/-8,200,OK,Thread Group 1-47,text,true,,13763,765,150,150,https://bazylika-pszow.pl/?page_id=24016,1430,0,368
1687862019352,1408,record_2/-8,200,OK,Thread Group 1-98,text,true,,13763,765,150,150,https://bazylika-pszow.pl/?page_id=24016,1389,0,411
1687862019361,1497,record_2/-8,200,OK,Thread Group 1-80,text,true,,13763,765,150,150,https://bazylika-pszow.pl/?page_id=24016,1480,0,407
1687862019363,1495,record_2/-8,200,OK,Thread Group 1-105,text,true,,13763,765,150,150,https://bazylika-pszow.pl/?page_id=24016,1484,0,412
1687862019360,1594,record_2/-8,200,OK,Thread Group 1-100,text,true,,13763,765,150,150,https://bazylika-pszow.pl/?page_id=24016,1582,0,428
1687862019369,1595,record_2/-8,200,OK,Thread Group 1-108,text,true,,13763,765,150,150,https://bazylika-pszow.pl/?page_id=24016,1580,0,417
1687862019367,1598,record_2/-8,200,OK,Thread Group 1-88,text,true,,13763,765,150,150,https://bazylika-pszow.pl/?page_id=24016,1585,0,426
1687862019369,1604,record_2/-8,200,OK,Thread Group 1-92,text,true,,13763,765,150,150,https://bazylika-pszow.pl/?page_id=24016,1591,0,433
1687862019365,1677,record_2/-8,200,OK,Thread Group 1-84,text,true,,13763,765,150,150,https://bazylika-pszow.pl/?page_id=24016,1660,0,441
1687862019371,1676,record_2/-8,200,OK,Thread Group 1-91,text,true,,13763,765,150,150,https://bazylika-pszow.pl/?page_id=24016,1661,0,473
1687862019906,1161,record_2/-10,200,OK,Thread Group 1-39,text,true,,10933,765,150,150,https://bazylika-pszow.pl/,1156,0,0
1687862020170,945,record_2/-11,200,OK,Thread Group 1-40,text,true,,10887,765,150,150,https://bazylika-pszow.pl/?page_id=13887,943,0,0
1687862020294,846,record_2/-10,200,OK,Thread Group 1-43,text,true,,10933,765,150,150,https://bazylika-pszow.pl/,841,0,0
1687862021064,641,record_2/-10,200,OK,Thread Group 1-98,text,true,,10933,765,150,150,https://bazylika-pszow.pl/,637,0,0
1687862021175,653,record_2/-10,200,OK,Thread Group 1-80,text,true,,10933,765,150,150,https://bazylika-pszow.pl/,643,0,0
1687862021175,679,record_2/-10,200,OK,Thread Group 1-105,text,true,,10933,765,150,150,https://bazylika-pszow.pl/,675,0,0
1687862021268,655,record_2/-10,200,OK,Thread Group 1-100,text,true,,10933,765,150,150,https://bazylika-pszow.pl/,643,0,0
1687862021268,657,record_2/-10,200,OK,Thread Group 1-108,text,true,,10933,765,150,150,https://bazylika-pszow.pl/,649,0,0
1687862021268,660,record_2/-10,200,OK,Thread Group 1-88,text,true,,10933,765,150,150,https://bazylika-pszow.pl/,656,0,0
1687862021274,711,record_2/-10,200,OK,Thread Group 1-92,text,true,,10933,765,150,150,https://bazylika-pszow.pl/,689,0,0
1687862021353,682,record_2/-10,200,OK,Thread Group 1-84,text,true,,10933,765,150,150,https://bazylika-pszow.pl/,680,0,0
1687862021353,694,record_2/-10,200,OK,Thread Group 1-91,text,true,,10933,765,150,150,https://bazylika-pszow.pl/,693,0,0
1687862021368,694,record_2/-11,200,OK,Thread Group 1-39,text,true,,10887,765,150,150,https://bazylika-pszow.pl/?page_id=13887,686,0,0
1687862021442,694,record_2/-11,200,OK,Thread Group 1-43,text,true,,10887,765,150,150,https://bazylika-pszow.pl/?page_id=13887,688,0,0
1687862021416,738,record_2/-12,200,OK,Thread Group 1-40,text,true,,10933,765,150,150,https://bazylika-pszow.pl/,731,0,0
1687862022004,716,record_2/-8,200,OK,Thread Group 1-45,text,true,,13585,765,150,150,https://bazylika-pszow.pl/?page_id=24016,701,0,0
1687862022004,717,record_2/-8,200,OK,Thread Group 1-44,text,true,,13585,765,150,150,https://bazylika-pszow.pl/?page_id=24016,693,0,0
1687862022008,713,record_2/-11,200,OK,Thread Group 1-98,text,true,,10887,765,150,150,https://bazylika-pszow.pl/?page_id=13887,697,0,0
1687862022005,717,record_2/-8,200,OK,Thread Group 1-52,text,true,,13585,765,150,150,https://bazylika-pszow.pl/?page_id=24016,714,0,0
1687862022004,728,record_2/-8,200,OK,Thread Group 1-49,text,true,,13585,765,150,150,https://bazylika-pszow.pl/?page_id=24016,722,0,0
1687862022130,696,record_2/-11,200,OK,Thread Group 1-80,text,true,,10887,765,150,150,https://bazylika-pszow.pl/?page_id=13887,674,0,0
1687862022099,727,record_2/-8,200,OK,Thread Group 1-56,text,true,,13585,765,150,150,https://bazylika-pszow.pl/?page_id=24016,709,0,0
1687862022161,679,record_2/-11,200,OK,Thread Group 1-105,text,true,,10887,765,150,150,https://bazylika-pszow.pl/?page_id=13887,677,0,0
1687862022228,686,record_2/-11,200,OK,Thread Group 1-108,text,true,,10887,765,150,150,https://bazylika-pszow.pl/?page_id=13887,683,0,0
1687862022224,690,record_2/-11,200,OK,Thread Group 1-100,text,true,,10887,765,150,150,https://bazylika-pszow.pl/?page_id=13887,683,0,0
1687862022230,706,record_2/-11,200,OK,Thread Group 1-88,text,true,,10887,765,150,150,https://bazylika-pszow.pl/?page_id=13887,696,0,0
1687862022295,658,record_2/-11,200,OK,Thread Group 1-92,text,true,,10887,765,150,150,https://bazylika-pszow.pl/?page_id=13887,648,0,0
1687862022336,677,record_2/-11,200,OK,Thread Group 1-84,text,true,,10887,765,150,150,https://bazylika-pszow.pl/?page_id=13887,666,0,0
1687862022352,674,record_2/-11,200,OK,Thread Group 1-91,text,true,,10887,765,150,150,https://bazylika-pszow.pl/?page_id=13887,670,0,0
1687862022352,682,record_2/-8,200,OK,Thread Group 1-50,text,true,,13585,765,150,150,https://bazylika-pszow.pl/?page_id=24016,677,0,0
1687862022367,702,record_2/-12,200,OK,Thread Group 1-39,text,true,,10933,765,150,150,https://bazylika-pszow.pl/,702,0,0
1687862022462,631,record_2/-13,200,OK,Thread Group 1-40,text,true,,10021,763,150,150,https://bazylika-pszow.pl/?page_id=901,623,0,0
